code	company	a	b	aclose	bclose	diff	average	updown	mainItem	
"072770"	"율호"	"2021-12-15"	"2021-12-22"	"2015"	"1980"	"-35"	"1997"	"up"	"무선인터넷플랫폼"	
"004870"	"티웨이홀딩스"	"2021-12-15"	"2021-12-22"	"870"	"833"	"-37"	"828"	"down"	"레미콘,콘크리트파일,완구 제조/미니어쳐테마파크 운영"	
"006200"	"한국전자홀딩스"	"2021-12-15"	"2021-12-22"	"2170"	"2130"	"-40"	"2107"	"down"	"시장조사,경영컨설팅"	
"019550"	"SBI인베스트먼트"	"2021-12-15"	"2021-12-22"	"1655"	"1615"	"-40"	"1637"	"up"	"벤처캐피탈"	
"123890"	"한국자산신탁"	"2021-12-15"	"2021-12-22"	"4275"	"4235"	"-40"	"4277"	"up"	"부동산 신탁 서비스, REITs"	
"250930"	"예선테크"	"2021-12-15"	"2021-12-22"	"1925"	"1885"	"-40"	"1897"	"up"	"기업인수합병"	
"009310"	"참엔지니어링"	"2021-12-15"	"2021-12-22"	"1225"	"1185"	"-40"	"1183"	"down"	"FPD Laser Repair 장비 등 (FPD 장비의 개발과 제조 및 판매)"	
"275630"	"에스에스알"	"2021-12-15"	"2021-12-22"	"6260"	"6220"	"-40"	"6247"	"up"	"취약점 진단 솔루션, 모의해킹 컨설팅"	
"023000"	"삼원강재"	"2021-12-15"	"2021-12-22"	"3230"	"3190"	"-40"	"3193"	"up"	"열간압연제품(평강,봉강,특수이형강,환강,자동차용 겹판스프링) 제조,판매"	
"266170"	"뿌리깊은나무들"	"2021-12-15"	"2021-12-22"	"2585"	"2545"	"-40"	"2573"	"up"	"TV 드라마 등"	
"173130"	"오파스넷"	"2021-12-15"	"2021-12-22"	"3890"	"3850"	"-40"	"3847"	"down"	"네트워크 구축 및 유지보수"	
"097870"	"효성오앤비"	"2021-12-15"	"2021-12-22"	"8280"	"8240"	"-40"	"8103"	"down"	"혼합유박비료,유기복합비료,혼합유기질비료"	
"003560"	"아이에이치큐"	"2021-12-15"	"2021-12-22"	"1475"	"1435"	"-40"	"1425"	"down"	"매니지먼트, 음반, 드라마 제작, 유료방송, 프로그램 공급, 광고대행"	
"002150"	"도화엔지니어링"	"2021-12-15"	"2021-12-22"	"7660"	"7620"	"-40"	"7637"	"up"	"토목설계,건축설계,종합감리전문업,종합기술용역,엔지니어링"	
"045390"	"대아티아이"	"2021-12-15"	"2021-12-22"	"5500"	"5460"	"-40"	"5450"	"down"	"EDMS(Enterprise Document Management System)-전사적문서관리시스템,KMS-지식경영시스템"	
"080000"	"에스엔유"	"2021-12-15"	"2021-12-22"	"3460"	"3420"	"-40"	"3643"	"up"	"OLED증착장비, OLED봉지장비, LCD검사장비 등"	
"037400"	"우리조명"	"2021-12-15"	"2021-12-22"	"2685"	"2645"	"-40"	"2642"	"down"	"변환장치 제조업 백열전구, 형광등"	
"104700"	"한국철강"	"2021-12-15"	"2021-12-22"	"7790"	"7750"	"-40"	"7710"	"down"	"철근. 단조강. 파이프"	
"069510"	"에스텍"	"2021-12-15"	"2021-12-22"	"9350"	"9310"	"-40"	"9283"	"down"	"스피커 및 스피커시스템"	
"067770"	"세진티에스"	"2021-12-15"	"2021-12-22"	"4905"	"4865"	"-40"	"4855"	"down"	"LED/LCD용 광기능성 시트"	
"127710"	"아시아경제"	"2021-12-15"	"2021-12-22"	"3350"	"3310"	"-40"	"3352"	"up"	"광고 및 콘텐츠"	
"003080"	"성보화학"	"2021-12-15"	"2021-12-22"	"4000"	"3960"	"-40"	"3958"	"down"	"완제농약(해비치과립,카스텔란),원제농약(슈퍼유나니,다이아톤) 제조,도매"	
"900340"	"윙입푸드"	"2021-12-15"	"2021-12-22"	"1150"	"1110"	"-40"	"1135"	"up"	"육가공 제품"	
"094860"	"네오리진"	"2021-12-15"	"2021-12-22"	"1275"	"1235"	"-40"	"1265"	"up"	"네트워크장비공급및인터넷트래픽솔루션"	
"016090"	"대현"	"2021-12-15"	"2021-12-22"	"2230"	"2190"	"-40"	"2182"	"down"	"여성의류 및 악세사리류 제조,도매,유통(백화점)"	
"016450"	"한세예스24홀딩스"	"2021-12-15"	"2021-12-22"	"7270"	"7230"	"-40"	"7337"	"up"	"의류(니트) 제조,도소매,원단 제조,부동산 임대"	
"332290"	"대신밸런스제7호스팩"	"2021-12-15"	"2021-12-22"	"2180"	"2140"	"-40"	"2157"	"up"	"기업 인수 및 합병"	
"123840"	"한일진공"	"2021-12-15"	"2021-12-22"	"722"	"680"	"-42"	"692"	"up"	"진공장비"	
"139050"	"시티랩스"	"2021-12-15"	"2021-12-22"	"870"	"827"	"-43"	"829"	"up"	"용역서비스(ITS,BIS,ATMS,BRT)"	
"225590"	"패션플랫폼"	"2021-12-15"	"2021-12-22"	"1765"	"1720"	"-45"	"1675"	"down"	"여성복"	
"023460"	"CNH"	"2021-12-15"	"2021-12-22"	"2530"	"2485"	"-45"	"2510"	"up"	"투자자문"	
"226340"	"본느"	"2021-12-15"	"2021-12-22"	"2130"	"2085"	"-45"	"2052"	"down"	"기업인수합병"	
"006050"	"국영지앤엠"	"2021-12-15"	"2021-12-22"	"1845"	"1800"	"-45"	"1800"	"down"	"강화유리"	
"004150"	"한솔홀딩스"	"2021-12-15"	"2021-12-22"	"3545"	"3500"	"-45"	"3525"	"up"	"지주회사,경영자문컨설팅"	
"002780"	"진흥기업"	"2021-12-15"	"2021-12-22"	"2090"	"2045"	"-45"	"2055"	"up"	"아파트건설,토목공사,건축공사,국내도급공사"	
"032540"	"TJ미디어"	"2021-12-15"	"2021-12-22"	"4815"	"4770"	"-45"	"4763"	"down"	"영상음향반주기"	
"035460"	"기산텔레콤"	"2021-12-15"	"2021-12-22"	"2475"	"2430"	"-45"	"2428"	"down"	"광모듈, 에코 켄슬러, 중계기, VoIP Server등"	
"008970"	"동양철관"	"2021-12-15"	"2021-12-22"	"1265"	"1220"	"-45"	"1257"	"up"	"수도용 도복장 강관,주물(강관말뚝),가스관 제조/아파트건설"	
"002760"	"보락"	"2021-12-15"	"2021-12-22"	"1970"	"1925"	"-45"	"1938"	"up"	"식품향료,식품첨가물,화학제품,껌베이스(자일리톨,에리스리톨),담배향료 제조,판매"	
"008260"	"NI스틸"	"2021-12-15"	"2021-12-22"	"3295"	"3250"	"-45"	"3252"	"up"	"스틸파이프,철강재임가공 제조,도매"	
"041020"	"폴라리스오피스"	"2021-12-15"	"2021-12-22"	"2500"	"2455"	"-45"	"2380"	"down"	"시스템 소프트웨어"	
"227950"	"엔투텍"	"2021-12-15"	"2021-12-22"	"1635"	"1590"	"-45"	"1613"	"up"	"반도체장비 부품 제조업"	
"012280"	"영화금속"	"2021-12-15"	"2021-12-22"	"1530"	"1485"	"-45"	"1485"	"down"	"자동차부품,건축자재(관이음쇠) 제조,판매"	
"043220"	"에이치엘비파워"	"2021-12-15"	"2021-12-22"	"1645"	"1600"	"-45"	"1648"	"up"	"발전설비 Damper, 전력설비 Busway"	
"048550"	"SM C&C"	"2021-12-15"	"2021-12-22"	"3700"	"3655"	"-45"	"3602"	"down"	"영상콘텐츠 제작 및 매니지먼트, 광고, 여행"	
"024070"	"WISCOM"	"2021-12-15"	"2021-12-22"	"3355"	"3310"	"-45"	"3348"	"up"	"플라스틱제품(PVC컴파운드,ABS,PS가공) 제조,도매,임가공"	
"017040"	"광명전기"	"2021-12-15"	"2021-12-22"	"2485"	"2440"	"-45"	"2445"	"up"	"수배전반,가스절연개폐장치,빌딩자동화시스템,중앙감시반,자동제어반 제조,도소매,무역"	
"008600"	"윌비스"	"2021-12-15"	"2021-12-22"	"1680"	"1635"	"-45"	"1627"	"down"	"스웨터,니트,셔츠 도매,제조/컴퓨터주변기기 무역,오파,임대"	
"273060"	"와이즈버즈"	"2021-12-15"	"2021-12-22"	"1800"	"1755"	"-45"	"1758"	"up"	"광고대행"	
"353190"	"휴럼"	"2021-12-15"	"2021-12-22"	"1695"	"1650"	"-45"	"1653"	"up"	"금융지원 서비스"	
"373340"	"유진스팩6호"	"2021-12-15"	"2021-12-22"	"2315"	"2270"	"-45"	"2260"	"down"	"합병"	
"036630"	"세종텔레콤"	"2021-12-15"	"2021-12-22"	"640"	"594"	"-46"	"607"	"up"	"WLL/GPS/위성DMB/VoIP 단말기"	
"040420"	"정상제이엘에스"	"2021-12-15"	"2021-12-22"	"7970"	"7920"	"-50"	"7983"	"up"	"어학교육업"	
"092730"	"네오팜"	"2021-12-15"	"2021-12-22"	"24400"	"24350"	"-50"	"24183"	"down"	"생체기능성(아토피)보습제"	
"030960"	"양지사"	"2021-12-15"	"2021-12-22"	"9150"	"9100"	"-50"	"9153"	"up"	"다이어리"	
"048470"	"대동스틸"	"2021-12-15"	"2021-12-22"	"5790"	"5740"	"-50"	"5780"	"up"	"열연박판, 후판, 무늬강판 외"	
"318410"	"비비씨"	"2021-12-15"	"2021-12-22"	"13700"	"13650"	"-50"	"13750"	"up"	"덴탈 케어용 소재(테이퍼모 등)"	
"099320"	"쎄트렉아이"	"2021-12-15"	"2021-12-22"	"44050"	"44000"	"-50"	"44517"	"up"	"인공위성시스템, 위성지상국, 위성부분품 개발 및 제조"	
"141000"	"비아트론"	"2021-12-15"	"2021-12-22"	"10100"	"10050"	"-50"	"9997"	"down"	"AMOLED 등 제조장비"	
"004360"	"세방"	"2021-12-15"	"2021-12-22"	"11750"	"11700"	"-50"	"12050"	"up"	"도로운송,항만하역,창고,지게차 임대"	
"123570"	"이엠넷"	"2021-12-15"	"2021-12-22"	"6360"	"6310"	"-50"	"6387"	"up"	"온라인 검색광고 대행"	
"089850"	"유비벨록스"	"2021-12-15"	"2021-12-22"	"16400"	"16350"	"-50"	"16017"	"down"	"모바일플랫폼 및 모바일솔루션, 스마트카드 등"	
"104480"	"티케이케미칼"	"2021-12-15"	"2021-12-22"	"5790"	"5740"	"-50"	"5807"	"up"	"수지, 폴리에스터, 스판덱스"	
"008290"	"원풍물산"	"2021-12-15"	"2021-12-22"	"1405"	"1355"	"-50"	"1363"	"up"	"남성용신사복"	
"009830"	"한화솔루션"	"2021-12-15"	"2021-12-22"	"35500"	"35450"	"-50"	"35500"	"up"	"합성수지,유화부문(LDPE,LLDPE)제품 제조,플라스틱가공품(PVC),CA,무기화학제품,부동산업"	
"099220"	"SDN"	"2021-12-15"	"2021-12-22"	"1875"	"1825"	"-50"	"1857"	"up"	"태양광기자재 및 선박용엔진 도매, 태양광발전시스템 구축 및 설계"	
"253610"	"루트락"	"2021-12-15"	"2021-12-22"	"2245"	"2195"	"-50"	"2232"	"up"	"인공슬관절, 척추 임플란트(의료기기 도·소매)"	
"025320"	"시노펙스"	"2021-12-15"	"2021-12-22"	"2775"	"2725"	"-50"	"2757"	"up"	"전자부품, 필터"	
"126880"	"제이엔케이히터"	"2021-12-15"	"2021-12-22"	"5970"	"5920"	"-50"	"5983"	"up"	"산업용가열로, 수소충전소"	
"122990"	"와이솔"	"2021-12-15"	"2021-12-22"	"10550"	"10500"	"-50"	"10483"	"down"	"SAW Filter, Wafer Chip, Duplexer"	
"352480"	"씨앤씨인터내셔널"	"2021-12-15"	"2021-12-22"	"18750"	"18700"	"-50"	"18467"	"down"	"색조 화장품"	
"047770"	"코데즈컴바인"	"2021-12-15"	"2021-12-22"	"2565"	"2515"	"-50"	"2512"	"down"	"패션의류"	
"049120"	"파인디앤씨"	"2021-12-15"	"2021-12-22"	"2530"	"2480"	"-50"	"2518"	"up"	"CHASSIS , 금형"	
"002680"	"한탑"	"2021-12-15"	"2021-12-22"	"1300"	"1250"	"-50"	"1260"	"up"	"소맥분(밀가루),배합사료"	
"065510"	"휴비츠"	"2021-12-15"	"2021-12-22"	"8980"	"8930"	"-50"	"8920"	"down"	"자동검안기, 자동렌즈미터"	
"000400"	"롯데손해보험"	"2021-12-15"	"2021-12-22"	"1630"	"1580"	"-50"	"1622"	"up"	"손해보험업"	
"007070"	"GS리테일"	"2021-12-15"	"2021-12-22"	"30550"	"30500"	"-50"	"30583"	"up"	"체인화 편의점,슈퍼마켓,마트,전자상거래/부동산(빌딩) 임대"	
"060150"	"인선이엔티"	"2021-12-15"	"2021-12-22"	"10850"	"10800"	"-50"	"10817"	"up"	"건축폐기물처리"	
"094970"	"제이엠티"	"2021-12-15"	"2021-12-22"	"3900"	"3850"	"-50"	"3918"	"up"	"LCD패널용PBA"	
"265740"	"엔에프씨"	"2021-12-15"	"2021-12-22"	"13250"	"13200"	"-50"	"13200"	"down"	"화장품 원료 제조 및 판매"	
"083550"	"케이엠"	"2021-12-15"	"2021-12-22"	"8600"	"8550"	"-50"	"8673"	"up"	"클린룸용Wiper"	
"337840"	"유엑스엔"	"2021-12-15"	"2021-12-22"	"23000"	"22950"	"-50"	"22783"	"down"	"혈당센서, 혈당측정기"	
"400760"	"NH올원리츠"	"2021-12-15"	"2021-12-22"	"5270"	"5220"	"-50"	"5227"	"up"	"부동산투자"	
"002630"	"오리엔트바이오"	"2021-12-15"	"2021-12-22"	"1245"	"1195"	"-50"	"1188"	"down"	"의약품 제조"	
"187270"	"신화콘텍"	"2021-12-15"	"2021-12-22"	"4290"	"4240"	"-50"	"4228"	"down"	"커넥터(정보통신기기용, 디스플레이용, HDD용 등)"	
"001080"	"만호제강"	"2021-12-15"	"2021-12-22"	"22300"	"22250"	"-50"	"22267"	"up"	"와이어로프,합성섬유로프,특수강선 제조,수출,임대"	
"288620"	"에스퓨얼셀"	"2021-12-15"	"2021-12-22"	"28800"	"28750"	"-50"	"28633"	"down"	"건물용 연료전지, 발전용 연료전지"	
"273640"	"와이엠텍"	"2021-12-15"	"2021-12-22"	"35450"	"35400"	"-50"	"35217"	"down"	"계전기(EV Relay)"	
"281740"	"레이크머티리얼즈"	"2021-12-15"	"2021-12-22"	"4600"	"4550"	"-50"	"4598"	"up"	"LED, 반도체 소재 및 석유화학촉매"	
"086710"	"선진뷰티사이언스"	"2021-12-15"	"2021-12-22"	"13900"	"13850"	"-50"	"13567"	"down"	"화장품 원료"	
"170790"	"파이오링크"	"2021-12-15"	"2021-12-22"	"17200"	"17150"	"-50"	"17133"	"down"	"ADC(서버부하 분산장치), 보안스위치, 웹방화벽"	
"002810"	"삼영무역"	"2021-12-15"	"2021-12-22"	"14800"	"14750"	"-50"	"14733"	"down"	"화공약품, 안경렌즈"	
"111770"	"영원무역"	"2021-12-15"	"2021-12-22"	"44000"	"43950"	"-50"	"44083"	"up"	"스포츠의류"	
"054210"	"이랜텍"	"2021-12-15"	"2021-12-22"	"10800"	"10750"	"-50"	"10600"	"down"	"Battery Pack"	
"246250"	"에스엘에스바이오"	"2021-12-15"	"2021-12-22"	"9350"	"9300"	"-50"	"9230"	"down"	"신 의료 진단기술 연구개발, 의약품 연구개발 지원, 의약품 품질 관리 사업 등"	
"258540"	"스템랩"	"2021-12-15"	"2021-12-22"	"5150"	"5100"	"-50"	"5080"	"down"	"줄기세포치료제, 화장품, 전자의료기기 등"	
"123330"	"제닉"	"2021-12-15"	"2021-12-22"	"5990"	"5940"	"-50"	"5933"	"down"	"하이드로겔 마스크 팩, 기타화장품"	
"036810"	"에프에스티"	"2021-12-15"	"2021-12-22"	"24750"	"24700"	"-50"	"24400"	"down"	"펠리클(반도체부품), 칠러장비, 반도체유통"	
"201490"	"미투온"	"2021-12-15"	"2021-12-22"	"7170"	"7120"	"-50"	"7047"	"down"	"소셜 카지노 게임"	
"001500"	"현대차증권"	"2021-12-15"	"2021-12-22"	"12850"	"12800"	"-50"	"12850"	"up"	"유가증권의매매,위탁매매,유가증권의 중개,대리/부동산 임대"	
"073190"	"듀오백"	"2021-12-15"	"2021-12-22"	"2795"	"2745"	"-50"	"2748"	"up"	"사무용 및 가정용 의자"	
"045970"	"코아시아"	"2021-12-15"	"2021-12-22"	"9580"	"9530"	"-50"	"9490"	"down"	"LED패키지"	
"238200"	"비피도"	"2021-12-15"	"2021-12-22"	"10550"	"10500"	"-50"	"10317"	"down"	"프로바이오틱스 관련 완제품 및 균주 원말 등"	
"007680"	"대원"	"2021-12-15"	"2021-12-22"	"9340"	"9290"	"-50"	"9347"	"up"	"아파트 시행 및 시공"	
"147830"	"제룡산업"	"2021-12-15"	"2021-12-22"	"3505"	"3455"	"-50"	"3488"	"up"	"송배전 금구류 및 합성수지 제품"	
"001470"	"삼부토건"	"2021-12-15"	"2021-12-22"	"2085"	"2035"	"-50"	"2045"	"up"	"토목공사,건축공사,포장공사,건설업,분양사업/건설자재 제조"	
"237750"	"피앤씨테크"	"2021-12-15"	"2021-12-22"	"6830"	"6780"	"-50"	"6830"	"up"	"배전자동화단말장치"	
"038500"	"삼표시멘트"	"2021-12-15"	"2021-12-22"	"4760"	"4710"	"-50"	"4758"	"up"	"시스템통합(SI), 네트워크장비"	
"044340"	"위닉스"	"2021-12-15"	"2021-12-22"	"20100"	"20050"	"-50"	"20283"	"up"	"일반목적용 기계제조업"	
"203650"	"드림시큐리티"	"2021-12-15"	"2021-12-22"	"4325"	"4270"	"-55"	"4278"	"up"	"정보보안솔루션"	
"028080"	"휴맥스홀딩스"	"2021-12-15"	"2021-12-22"	"4090"	"4035"	"-55"	"4080"	"up"	"지주사업, IT서비스사업"	
"007110"	"일신석재"	"2021-12-15"	"2021-12-22"	"2095"	"2040"	"-55"	"2042"	"up"	"건축석 제조,도소매/석공예,석공사"	
"095190"	"이엠코리아"	"2021-12-15"	"2021-12-22"	"4080"	"4025"	"-55"	"4032"	"up"	"CNC공작기계등"	
"014990"	"인디에프"	"2021-12-15"	"2021-12-22"	"1275"	"1220"	"-55"	"1228"	"up"	"여성의류,남성의류,캐쥬얼웨어 제조"	
"046390"	"삼화네트웍스"	"2021-12-15"	"2021-12-22"	"2770"	"2715"	"-55"	"2720"	"up"	"시스템통합(SI), 시스템유지(SM)"	
"204210"	"모두투어리츠"	"2021-12-15"	"2021-12-22"	"4425"	"4370"	"-55"	"4340"	"down"	"호텔 부동산 취득, 관리, 개량 및 처분"	
"001740"	"SK네트웍스"	"2021-12-15"	"2021-12-22"	"5040"	"4985"	"-55"	"4992"	"up"	"종합무역업(전자전기제품,섬유,에너지화학제품,철강금속제품),의류,수입산합판,MDF판매,정보통신사업,에너지유통사업"	
"307280"	"원바이오젠"	"2021-12-15"	"2021-12-22"	"2065"	"2010"	"-55"	"2060"	"up"	"창상피복제, 습윤드레싱제"	
"177830"	"파버나인"	"2021-12-15"	"2021-12-22"	"4470"	"4415"	"-55"	"4437"	"up"	"알루미늄 소재 TV 외관재(프레임, 스탠드)"	
"184230"	"SGA솔루션즈"	"2021-12-15"	"2021-12-22"	"1245"	"1190"	"-55"	"1197"	"up"	"보안솔루션"	
"004920"	"씨아이테크"	"2021-12-15"	"2021-12-22"	"1505"	"1450"	"-55"	"1415"	"down"	"컴퓨터 소프트웨어,하드웨어 서버,도매"	
"145210"	"다이나믹디자인"	"2021-12-15"	"2021-12-22"	"571"	"516"	"-55"	"520"	"up"	"타이어 금형, 타이어 제조설비"	
"215480"	"토박스코리아"	"2021-12-15"	"2021-12-22"	"1495"	"1440"	"-55"	"1457"	"up"	"유아동 신발"	
"078860"	"아이오케이"	"2021-12-15"	"2021-12-22"	"1405"	"1350"	"-55"	"1370"	"up"	"연예인 매니지먼트"	
"009460"	"한창제지"	"2021-12-15"	"2021-12-22"	"2065"	"2005"	"-60"	"2037"	"up"	"마닐라판지,고급백판지(ALL PULP) 제조,판매,수출입"	
"014580"	"태경비케이"	"2021-12-15"	"2021-12-22"	"5050"	"4990"	"-60"	"5007"	"up"	"생석회,소석회,석회비료 제조,판매/비금속광물 광업/산업폐기물 재생처리/휴게소 운영"	
"094840"	"슈프리마에이치큐"	"2021-12-15"	"2021-12-22"	"6930"	"6870"	"-60"	"6887"	"up"	"지문인식솔루션및시스템"	
"065530"	"와이어블"	"2021-12-15"	"2021-12-22"	"3180"	"3120"	"-60"	"3165"	"up"	"공용기지국건설/관리"	
"019680"	"대교"	"2021-12-15"	"2021-12-22"	"3900"	"3840"	"-60"	"3865"	"up"	"학습지,참고서 출판/건설업/종합유선방송 프로그램공급,디지털학원"	
"010690"	"화신"	"2021-12-15"	"2021-12-22"	"8050"	"7990"	"-60"	"7953"	"down"	"자동차엔진부품(ARM류,C/MBR류),자동차부품 제조"	
"000910"	"유니온"	"2021-12-15"	"2021-12-22"	"6970"	"6910"	"-60"	"6947"	"up"	"백시멘트,타일시멘트,알루미나시멘트,용융알루미나,급결제,필터프레스,유니필터제조,도매"	
"337930"	"브랜드엑스코퍼레이션"	"2021-12-15"	"2021-12-22"	"9110"	"9050"	"-60"	"9100"	"up"	"애슬레저의류, 생활/청결 용품"	
"244880"	"나눔테크"	"2021-12-15"	"2021-12-22"	"2350"	"2290"	"-60"	"2252"	"down"	"자동심장충격기, 골밀도진단기"	
"001440"	"대한전선"	"2021-12-15"	"2021-12-22"	"1835"	"1775"	"-60"	"1785"	"up"	"전력선,통신케이블,적산계기,스텐레스압연제품,광케이블,초고압선,알루미늄 제조,도매/전기공사"	
"003480"	"한진중공업홀딩스"	"2021-12-15"	"2021-12-22"	"3970"	"3910"	"-60"	"3978"	"up"	"지주회사"	
"092440"	"기신정기"	"2021-12-15"	"2021-12-22"	"4230"	"4170"	"-60"	"4138"	"down"	"몰드베이스,금형부품,정밀기계기구 제조,도매,무역"	
"009160"	"SIMPAC"	"2021-12-15"	"2021-12-22"	"6590"	"6530"	"-60"	"6573"	"up"	"프레스,자동화장치,자동차부품 제조,도매"	
"045340"	"토탈소프트"	"2021-12-15"	"2021-12-22"	"8610"	"8550"	"-60"	"8343"	"down"	"해운물류소프트웨어 (CATOS 등)"	
"024740"	"한일단조"	"2021-12-15"	"2021-12-22"	"2340"	"2280"	"-60"	"2253"	"down"	"단조품"	
"003010"	"혜인"	"2021-12-15"	"2021-12-22"	"5530"	"5470"	"-60"	"5510"	"up"	"건설기계,산업용 기계장비(진공흡인차,세정차),스테거크레인,비상용발전기,해상용엔진 도소매/창고"	
"129260"	"인터지스"	"2021-12-15"	"2021-12-22"	"3385"	"3325"	"-60"	"3343"	"up"	"화물운송,알선,하역"	
"056360"	"코위버"	"2021-12-15"	"2021-12-22"	"7410"	"7350"	"-60"	"7267"	"down"	"가입가계 가입자계 광단국장치,SONs-51,OMS-155M,OCSU,E2 가입자 전송장비,SDS-2500 등"	
"032580"	"피델릭스"	"2021-12-15"	"2021-12-22"	"1515"	"1455"	"-60"	"1480"	"up"	"PSRAM 및 LPSDRAM"	
"200880"	"서연이화"	"2021-12-15"	"2021-12-22"	"6980"	"6920"	"-60"	"6803"	"down"	"자동차 도어 트림 및 시트"	
"005750"	"대림비앤코"	"2021-12-15"	"2021-12-22"	"7460"	"7400"	"-60"	"7437"	"up"	"위생도기,내장타일,조립식욕실제품 제조,판매/부동산 임대"	
"002070"	"비비안"	"2021-12-15"	"2021-12-22"	"2905"	"2840"	"-65"	"2842"	"up"	"여성내의류(스타킹,화운데이숀,란제리),카바링사 제조,수출입/부동산 매매,임대"	
"018620"	"우진비앤지"	"2021-12-15"	"2021-12-22"	"2090"	"2025"	"-65"	"2067"	"up"	"슈퍼티아, 안티펜SM"	
"005720"	"넥센"	"2021-12-15"	"2021-12-22"	"4630"	"4565"	"-65"	"4580"	"up"	"자동차용 재생타이어튜브,솔리드타이어,고무부품,골프볼,와이어로프소재,특수강선,열처리도금선,건자재 제조,판매,수출입"	
"063440"	"SM Life Design"	"2021-12-15"	"2021-12-22"	"2700"	"2635"	"-65"	"2583"	"down"	"추첨식복권 제조, 일반출판 인쇄, CD ·DVD 복제"	
"032980"	"바이온"	"2021-12-15"	"2021-12-22"	"1070"	"1005"	"-65"	"1018"	"up"	"배너,타포린,화장품,자동차부품"	
"299670"	"에스엠비나"	"2021-12-15"	"2021-12-22"	"3060"	"2995"	"-65"	"3008"	"up"	"여성의류"	
"004100"	"태양금속공업"	"2021-12-15"	"2021-12-22"	"1355"	"1290"	"-65"	"1322"	"up"	"자동차용 강력볼트,너트,전기전자제품용 나사,자전거부품,전해동박,도금도장설비 제조"	
"336060"	"유안타제5호스팩"	"2021-12-15"	"2021-12-22"	"3350"	"3285"	"-65"	"3280"	"down"	"금융 지원 서비스"	
"060480"	"국일신동"	"2021-12-15"	"2021-12-22"	"3695"	"3630"	"-65"	"3633"	"up"	"황동봉"	
"042940"	"상지카일룸"	"2021-12-15"	"2021-12-22"	"1135"	"1070"	"-65"	"1097"	"up"	"건설업, 고급빌라 건축 및 일반 건축, 주택공급 등"	
"004270"	"남성"	"2021-12-15"	"2021-12-22"	"3100"	"3035"	"-65"	"3055"	"up"	"수출입(카오디오)/통신기기 제조,판매/이동통신,유선방송,정보통신/생활필수품,식품 판매/부동산 임대"	
"372290"	"하나머스트7호스팩"	"2021-12-15"	"2021-12-22"	"2230"	"2165"	"-65"	"2183"	"up"	"기업인수목적"	
"056700"	"신화인터텍"	"2021-12-15"	"2021-12-22"	"2980"	"2915"	"-65"	"2933"	"up"	"디스플레이 BLU용 광학필름"	
"294630"	"서남"	"2021-12-15"	"2021-12-22"	"3720"	"3655"	"-65"	"3697"	"up"	"고온초전도선재"	
"009270"	"신원"	"2021-12-15"	"2021-12-22"	"2630"	"2565"	"-65"	"2537"	"down"	"여성,남성의류,스웨터,의복관련 악세사리,사카린,망초 제조,판매,수출입/섬유의류 도매/신용카드업/의류전문 물류대행 및 임대사업"	
"255220"	"SG"	"2021-12-15"	"2021-12-22"	"1955"	"1890"	"-65"	"1895"	"up"	"아스콘, 레미콘"	
"012690"	"모나리자"	"2021-12-15"	"2021-12-22"	"3825"	"3760"	"-65"	"3778"	"up"	"화장지,미용티슈 제조,도매"	
"386580"	"한화플러스제2호스팩"	"2021-12-15"	"2021-12-22"	"2410"	"2340"	"-70"	"2368"	"up"	"-"	
"021050"	"서원"	"2021-12-15"	"2021-12-22"	"1925"	"1855"	"-70"	"1880"	"up"	"비철금속(황동 빌레트,인코트) 제조,재생원료생산"	
"039340"	"한국경제TV"	"2021-12-15"	"2021-12-22"	"7530"	"7460"	"-70"	"7433"	"down"	"광고수입, 협찬수입"	
"100250"	"진양홀딩스"	"2021-12-15"	"2021-12-22"	"3910"	"3840"	"-70"	"3790"	"down"	"투자,경영컨설팅"	
"033100"	"제룡전기"	"2021-12-15"	"2021-12-22"	"5040"	"4970"	"-70"	"4973"	"up"	"송배전용금구류,변압기"	
"005670"	"푸드웰"	"2021-12-15"	"2021-12-22"	"6820"	"6750"	"-70"	"6893"	"up"	"깐밤, 통조림류, 딸기시럽류, 음료제품 등"	
"108230"	"톱텍"	"2021-12-15"	"2021-12-22"	"8490"	"8420"	"-70"	"8407"	"down"	"디스플레이 자동화설비"	
"006490"	"인스코비"	"2021-12-15"	"2021-12-22"	"3215"	"3145"	"-70"	"3208"	"up"	"시계,스마트그리드,도소매,소프트웨어개발"	
"006140"	"피제이전자"	"2021-12-15"	"2021-12-22"	"7770"	"7700"	"-70"	"7750"	"up"	"EMS Business(의료용기기제조외)"	
"071950"	"코아스"	"2021-12-15"	"2021-12-22"	"1170"	"1100"	"-70"	"1098"	"down"	"사무용가구,금속가구 도매,제조"	
"196450"	"코아시아옵틱스"	"2021-12-15"	"2021-12-22"	"2350"	"2280"	"-70"	"2302"	"up"	"휴대폰용카메라렌즈모듈제조"	
"220630"	"맘스터치"	"2021-12-15"	"2021-12-22"	"5540"	"5470"	"-70"	"5467"	"down"	"햄버거, 치킨, 식음료유통"	
"024810"	"이화전기"	"2021-12-15"	"2021-12-22"	"1660"	"1590"	"-70"	"1605"	"up"	"무정전전원공급장치"	
"163560"	"동일고무벨트"	"2021-12-15"	"2021-12-22"	"7250"	"7180"	"-70"	"7193"	"up"	"산업용고무제품, 종합고무부품"	
