code	company	a	b	aclose	bclose	diff	average	updown	mainItem	
"063080"	"컴투스홀딩스"	"2021-12-15"	"2021-12-22"	"132900"	"168800"	"35900"	"153267"	"down"	"모바일게임"	
"001530"	"디아이동일"	"2021-12-15"	"2021-12-22"	"252000"	"281000"	"29000"	"270333"	"down"	"면사,화섬사,면포,혼방포,스포츠웨어용 신합섬 제조,도매,수출"	
"112040"	"위메이드"	"2021-12-15"	"2021-12-22"	"157700"	"181400"	"23700"	"164167"	"down"	"미르의전설2"	
"042420"	"네오위즈홀딩스"	"2021-12-15"	"2021-12-22"	"58000"	"73600"	"15600"	"59967"	"down"	"지주사업"	
"950180"	"SNK"	"2021-12-15"	"2021-12-22"	"20850"	"36150"	"15300"	"32950"	"down"	"IP 라이센스, 콘솔, 모바일 게임"	
"383220"	"F&F"	"2021-12-15"	"2021-12-22"	"870000"	"885000"	"15000"	"897000"	"up"	"MLB, MLB KIDS, DISCOVERY 등 패션의류제품"	
"010130"	"고려아연"	"2021-12-15"	"2021-12-22"	"509000"	"524000"	"15000"	"520000"	"down"	"연,아연괴 제조,판매"	
"035510"	"신세계I&C"	"2021-12-15"	"2021-12-22"	"179000"	"191500"	"12500"	"189667"	"down"	"IT시스템 개발, 운영 및 유지보수, IT 컨설팅, IT장비솔루션 총판, 아웃소싱, IDC, IT기기 및 휴대폰 유통, 전자상품권"	
"078340"	"컴투스"	"2021-12-15"	"2021-12-22"	"144500"	"156700"	"12200"	"154467"	"down"	"모바일게임"	
"018670"	"SK가스"	"2021-12-15"	"2021-12-22"	"120000"	"131500"	"11500"	"125333"	"down"	"액화석유가스,가스기기 판매,수입,저장"	
"005290"	"동진쎄미켐"	"2021-12-15"	"2021-12-22"	"31500"	"42850"	"11350"	"37033"	"down"	"반도체,LCD용재료(감광제,봉지제),발포제"	
"086280"	"현대글로비스"	"2021-12-15"	"2021-12-22"	"158500"	"168500"	"10000"	"167000"	"down"	"화물운송주선,화물포장,자동차 수리/산업용 기계장비 임대"	
"002420"	"세기상사"	"2021-12-15"	"2021-12-22"	"6160"	"16050"	"9890"	"6160"	"down"	"극장(영화상영)/극영화,만화영화 제조/음식료품,일용잡화 소매/부동산 임대"	
"123420"	"선데이토즈"	"2021-12-15"	"2021-12-22"	"27500"	"37050"	"9550"	"36100"	"down"	"모바일게임"	
"012330"	"현대모비스"	"2021-12-15"	"2021-12-22"	"242000"	"250500"	"8500"	"242833"	"down"	"자동차A/S용 부품,컨테이너,특수중기,산업기계제품 생산,판매,부품모듈화,부품수출사업,환경/플랜트사업,특수중기부문(컨테이너)"	
"352820"	"하이브"	"2021-12-15"	"2021-12-22"	"332500"	"341000"	"8500"	"331000"	"down"	"음악 기획/제작, 퍼블리싱, 아티스트 매니지먼트"	
"402340"	"SK스퀘어"	"2021-12-15"	"2021-12-22"	"58200"	"65700"	"7500"	"58767"	"down"	"지주회사"	
"268280"	"미원에스씨"	"2021-12-15"	"2021-12-22"	"202000"	"209000"	"7000"	"208000"	"down"	"에너지경화수지"	
"000670"	"영풍"	"2021-12-15"	"2021-12-22"	"653000"	"660000"	"7000"	"658667"	"down"	"제1차 금속산업(아연괴,황산,카드뮴괴),건전지 제조,무역"	
"020150"	"일진머티리얼즈"	"2021-12-15"	"2021-12-22"	"118500"	"125500"	"7000"	"120667"	"down"	"인쇄회로기판(PCB)용 전해동박(ACF,UCF),에폭시용 동박,전해콘덴서용 알루미늄박 제조,판매"	
"221800"	"유투바이오"	"2021-12-15"	"2021-12-22"	"23000"	"29950"	"6950"	"27483"	"down"	"유전자 분석 서비스"	
"048260"	"오스템임플란트"	"2021-12-15"	"2021-12-22"	"129700"	"136600"	"6900"	"137667"	"up"	"치과용임플란트"	
"017670"	"SK텔레콤"	"2021-12-15"	"2021-12-22"	"56000"	"62600"	"6600"	"61233"	"down"	"이동전화,무선호출서비스,부가통신"	
"348210"	"넥스틴"	"2021-12-15"	"2021-12-22"	"50900"	"57300"	"6400"	"54733"	"down"	"반도체 전공정용 패턴결함 검사장비(AEGIS 등)"	
"136510"	"에디슨EV"	"2021-12-15"	"2021-12-22"	"20600"	"27000"	"6400"	"24733"	"down"	"EV Z(전기차), EGIS(유리기판 검사장비), Smart-EPD 및 Smart-HMS(플라즈마 검사장비)"	
"121850"	"코이즈"	"2021-12-15"	"2021-12-22"	"3360"	"9580"	"6220"	"6803"	"down"	"보호필름, 도광판, 백코팅"	
"009240"	"한샘"	"2021-12-15"	"2021-12-22"	"92400"	"98600"	"6200"	"100767"	"up"	"주방가구(씽크대),인테리어가구 판매,제조/주택신축판매"	
"217270"	"넵튠"	"2021-12-15"	"2021-12-22"	"22100"	"28200"	"6100"	"24350"	"down"	"모바일게임"	
"052690"	"한전기술"	"2021-12-15"	"2021-12-22"	"87100"	"93100"	"6000"	"94800"	"up"	"원자력발전소 설계 등"	
"138040"	"메리츠금융지주"	"2021-12-15"	"2021-12-22"	"33150"	"39100"	"5950"	"36800"	"down"	"투자사업"	
"005300"	"롯데칠성음료"	"2021-12-15"	"2021-12-22"	"128000"	"133500"	"5500"	"131333"	"down"	"청량음료,과채류음료,곡류음료,주류 제조,판매/자동차정비,연수원"	
"183300"	"코미코"	"2021-12-15"	"2021-12-22"	"63300"	"68800"	"5500"	"62667"	"down"	"반도체 부품 세정 및 코팅"	
"131290"	"티에스이"	"2021-12-15"	"2021-12-22"	"66700"	"72200"	"5500"	"71500"	"down"	"Probe Card, Test Interface Board, LED Test Equipment"	
"101730"	"위메이드맥스"	"2021-12-15"	"2021-12-22"	"36150"	"41600"	"5450"	"35667"	"down"	"실크로드 온라인"	
"263750"	"펄어비스"	"2021-12-15"	"2021-12-22"	"119800"	"125100"	"5300"	"123233"	"down"	"온라인게임 개발 서비스(검은사막)"	
"357580"	"아모센스"	"2021-12-15"	"2021-12-22"	"16400"	"21600"	"5200"	"18133"	"down"	"무선충전 차폐시트"	
"017390"	"서울도시가스"	"2021-12-15"	"2021-12-22"	"157500"	"162500"	"5000"	"159667"	"down"	"도시가스공급,가스공급설비공사"	
"000810"	"삼성화재해상보험"	"2021-12-15"	"2021-12-22"	"209500"	"214500"	"5000"	"214500"	"down"	"손해보험의 원수,재보험,운용자산의 투자활동"	
"069080"	"웹젠"	"2021-12-15"	"2021-12-22"	"25400"	"30200"	"4800"	"25517"	"down"	"3D 온라인게임 `뮤(MU)`"	
"277810"	"레인보우로보틱스"	"2021-12-15"	"2021-12-22"	"19600"	"24300"	"4700"	"22983"	"down"	"협동로봇, 천문마운트시스템, 이족보행로봇 등"	
"039030"	"이오테크닉스"	"2021-12-15"	"2021-12-22"	"108900"	"113500"	"4600"	"111333"	"down"	"레이저 마커 및 레이저 응용기기"	
"181710"	"엔에이치엔"	"2021-12-15"	"2021-12-22"	"89700"	"94300"	"4600"	"92633"	"down"	"한게임"	
"270660"	"에브리봇"	"2021-12-15"	"2021-12-22"	"24300"	"28900"	"4600"	"27517"	"down"	"물걸레 로봇청소기, 흡입형 로봇청소기"	
"006040"	"동원산업"	"2021-12-15"	"2021-12-22"	"220500"	"225000"	"4500"	"223333"	"down"	"원양어업,수산물가공(참치캔,맛김,어묵,맛살),도소매/음료사업(상쾌한아침)"	
"000150"	"두산"	"2021-12-15"	"2021-12-22"	"113500"	"118000"	"4500"	"120833"	"up"	"동박적층판 등 제조 및 판매, 유압기기 등 제조 및 판매, 지게차 제조 및 판매, IT 시스템 개발/운영 서비스 등, 연료전지 등"	
"003580"	"넥스트사이언스"	"2021-12-15"	"2021-12-22"	"18400"	"22700"	"4300"	"20550"	"down"	"무연탄채굴,원유,유전개발,가스전 개발/부동산 임대"	
"237690"	"에스티팜"	"2021-12-15"	"2021-12-22"	"131900"	"136100"	"4200"	"137500"	"up"	"원료의약품"	
"313760"	"윌링스"	"2021-12-15"	"2021-12-22"	"19050"	"23100"	"4050"	"20633"	"down"	"태양광 인버터 등"	
"039290"	"인포뱅크"	"2021-12-15"	"2021-12-22"	"17950"	"22000"	"4050"	"19150"	"down"	"모바일메시징서비스,휴대폰단말기용S/W개발용역"	
"158430"	"아톤"	"2021-12-15"	"2021-12-22"	"39500"	"43500"	"4000"	"42100"	"down"	"모바일금융솔루션, mOTP 개발"	
"285130"	"SK케미칼"	"2021-12-15"	"2021-12-22"	"147500"	"151500"	"4000"	"158500"	"up"	"PETG 수지, PET 수지, 바이오디젤, 백신"	
"011070"	"LG이노텍"	"2021-12-15"	"2021-12-22"	"331500"	"335500"	"4000"	"326333"	"down"	"기타 전자부품 제조업"	
"377030"	"맥스트"	"2021-12-15"	"2021-12-22"	"63200"	"67100"	"3900"	"64633"	"down"	"AR 개발 플랫폼/AR솔루션"	
"317830"	"에스피시스템스"	"2021-12-15"	"2021-12-22"	"6300"	"10100"	"3800"	"6723"	"down"	"산업용 갠트리 로봇"	
"089970"	"에이피티씨"	"2021-12-15"	"2021-12-22"	"17950"	"21750"	"3800"	"20583"	"down"	"300mm Poly Etch System"	
"271980"	"제일약품"	"2021-12-15"	"2021-12-22"	"32800"	"36600"	"3800"	"31583"	"down"	"의약품"	
"210120"	"빅텐츠"	"2021-12-15"	"2021-12-22"	"15950"	"19700"	"3750"	"19750"	"up"	"드라마, OST"	
"004690"	"삼천리"	"2021-12-15"	"2021-12-22"	"86800"	"90500"	"3700"	"88133"	"down"	"도시가스 공급/부동산 임대"	
"336260"	"두산퓨얼셀"	"2021-12-15"	"2021-12-22"	"48400"	"52000"	"3600"	"52167"	"up"	"연료전지"	
"053800"	"안랩"	"2021-12-15"	"2021-12-22"	"68300"	"71800"	"3500"	"69433"	"down"	"바이러스백신 프로그램"	
"002270"	"롯데푸드"	"2021-12-15"	"2021-12-22"	"345000"	"348500"	"3500"	"349833"	"up"	"빙과,유지,식품 제조"	
"064760"	"티씨케이"	"2021-12-15"	"2021-12-22"	"141000"	"144500"	"3500"	"140867"	"down"	"반도체 제조공정용 고순도 흑연제품"	
"000660"	"SK하이닉스"	"2021-12-15"	"2021-12-22"	"123500"	"127000"	"3500"	"122333"	"down"	"반도체,컴퓨터,통신기기 제조,도매"	
"007810"	"코리아써키트"	"2021-12-15"	"2021-12-22"	"22100"	"25500"	"3400"	"23317"	"down"	"인쇄회로기판,Module 제조/부동산(건물) 임대"	
"051380"	"피씨디렉트"	"2021-12-15"	"2021-12-22"	"24600"	"27850"	"3250"	"32283"	"up"	"스토리지(HDD), 프로세서(CPU), Memory, Monitor등"	
"222800"	"심텍"	"2021-12-15"	"2021-12-22"	"38650"	"41900"	"3250"	"40233"	"down"	"반도체용 인쇄회로기판"	
"000650"	"천일고속"	"2021-12-15"	"2021-12-22"	"65500"	"68700"	"3200"	"65700"	"down"	"고속버스운수(경부선,44개 노선),도로여객운수업,운수창고업,유류판매,부동산 임대"	
"041460"	"한국전자인증"	"2021-12-15"	"2021-12-22"	"7810"	"10950"	"3140"	"9627"	"down"	"개인용이메일 보안,인증업무,전자상거래관련 인증서비스/기업용 인증솔루션 제공"	
"256840"	"한국비엔씨"	"2021-12-15"	"2021-12-22"	"25150"	"28200"	"3050"	"29717"	"up"	"필러 등 생체재료의료물질 개발"	
"232680"	"라온테크"	"2021-12-15"	"2021-12-22"	"34350"	"37400"	"3050"	"35400"	"down"	"반도체 및 FPD용 로봇시스템"	
"195870"	"해성디에스"	"2021-12-15"	"2021-12-22"	"46000"	"49050"	"3050"	"46517"	"down"	"반도체 패키지용 Substrate"	
"226330"	"신테카바이오"	"2021-12-15"	"2021-12-22"	"14500"	"17550"	"3050"	"15367"	"down"	"유전체 빅데이터 기반의 AI신약개발 및 정밀의료서비스"	
"108490"	"로보티즈"	"2021-12-15"	"2021-12-22"	"15800"	"18850"	"3050"	"18150"	"down"	"솔루션(로봇 엑츄에이터 모듈과 구동 소프트웨어), 에듀테인먼트 로봇, 로봇 플랫폼"	
"063170"	"서울옥션"	"2021-12-15"	"2021-12-22"	"28900"	"31950"	"3050"	"29250"	"down"	"미술품경매"	
"004890"	"동일산업"	"2021-12-15"	"2021-12-22"	"142000"	"145000"	"3000"	"143833"	"down"	"봉강,합금철,철근,마봉강,냉간압조용선재,주조,지선,주강,다이아몬드공구 제조,도매"	
"018260"	"삼성에스디에스"	"2021-12-15"	"2021-12-22"	"158000"	"161000"	"3000"	"159500"	"down"	"IT서비스, 물류BPO"	
"035900"	"JYP Ent."	"2021-12-15"	"2021-12-22"	"46700"	"49650"	"2950"	"47933"	"down"	"오디오물 출판 및 원판 녹음 관련 제품"	
"009140"	"경인전자"	"2021-12-15"	"2021-12-22"	"29350"	"32250"	"2900"	"29667"	"down"	"스위치,리모콘,배선기구,섬머스타트,게임기,전자부품 제조,판매"	
"090360"	"로보스타"	"2021-12-15"	"2021-12-22"	"21350"	"24150"	"2800"	"23883"	"down"	"제조용 로봇, FPD 장비, IT부품 제조장비"	
"376300"	"디어유"	"2021-12-15"	"2021-12-22"	"76700"	"79500"	"2800"	"73267"	"down"	"모바일 어플리케이션(DearU bubble, Lysn)"	
"102710"	"이엔에프테크놀로지"	"2021-12-15"	"2021-12-22"	"29950"	"32700"	"2750"	"30750"	"down"	"LCD/반도체용 케미칼"	
"117580"	"대성에너지"	"2021-12-15"	"2021-12-22"	"7460"	"10200"	"2740"	"7767"	"down"	"천연가스"	
"178920"	"PI첨단소재"	"2021-12-15"	"2021-12-22"	"49800"	"52500"	"2700"	"51233"	"down"	"PI(Polyimide)제품"	
"052400"	"코나아이"	"2021-12-15"	"2021-12-22"	"25850"	"28500"	"2650"	"27333"	"down"	"전자화폐, 단말기, 수집/정산시스템"	
"300080"	"플리토"	"2021-12-15"	"2021-12-22"	"30450"	"33100"	"2650"	"30367"	"down"	"언어 데이터 구축 및 판매"	
"225570"	"넷게임즈"	"2021-12-15"	"2021-12-22"	"18250"	"20850"	"2600"	"21900"	"up"	"기업인수합병"	
"145720"	"덴티움"	"2021-12-15"	"2021-12-22"	"63500"	"66100"	"2600"	"68533"	"up"	"치과용 기기 제조업"	
"253450"	"스튜디오드래곤"	"2021-12-15"	"2021-12-22"	"85500"	"88100"	"2600"	"88400"	"up"	"드라마 제작, 판매"	
"004250"	"엔피씨"	"2021-12-15"	"2021-12-22"	"6930"	"9500"	"2570"	"7977"	"down"	"산업용기프라스틱제품(플라스틱 파렛트,시트 파렛트) 제조,판매"	
"348840"	"데이드림엔터"	"2021-12-15"	"2021-12-22"	"10450"	"13000"	"2550"	"11650"	"down"	"드라마 및 영화제작"	
"053580"	"웹케시"	"2021-12-15"	"2021-12-22"	"25000"	"27500"	"2500"	"26983"	"down"	"에스이알피, 브랜치, 인하우스"	
"007310"	"오뚜기"	"2021-12-15"	"2021-12-22"	"462000"	"464500"	"2500"	"464000"	"down"	"라면,마요네즈,카레,스프,당면,소오스,토마토케첩,마가린,냉동생지(바게트,크로와상),참치캔,식초,3분짜장 제조"	
"096770"	"SK이노베이션"	"2021-12-15"	"2021-12-22"	"210000"	"212500"	"2500"	"221167"	"up"	"석유정제,석유화학제품,윤활유제품,아스팔트제품,의약중간체 제조,판매,유전개발,대체에너지사업"	
"134380"	"미원화학"	"2021-12-15"	"2021-12-22"	"80500"	"82900"	"2400"	"81900"	"down"	"계면활성제, 황산및분황"	
"278280"	"천보"	"2021-12-15"	"2021-12-22"	"326600"	"329000"	"2400"	"324700"	"down"	"디스플레이 소재, 반도체 공정 소재, 2차전지 소재, 의약품 소재, 정밀화학 소재"	
"033240"	"자화전자"	"2021-12-15"	"2021-12-22"	"21100"	"23450"	"2350"	"22283"	"down"	"Bonded magenet,플라스틱자성제품,티탄산 바륨계 반도체소자,휴대전화용 Vibration Motor,전자관,전자부품 제조"	
"066310"	"큐에스아이"	"2021-12-15"	"2021-12-22"	"19800"	"22100"	"2300"	"23183"	"up"	"레이저다이오드(LaserDiode)"	
"091120"	"이엠텍"	"2021-12-15"	"2021-12-22"	"25750"	"28050"	"2300"	"25417"	"down"	"마이크로스피커,리시버"	
"047050"	"포스코인터내셔널"	"2021-12-15"	"2021-12-22"	"20650"	"22900"	"2250"	"21983"	"down"	"무역(철강,화학,자동차부품),수출주선,대행,알선,가공원단,폴리우레탄,자동차시트 제조"	
"005830"	"DB손해보험"	"2021-12-15"	"2021-12-22"	"57300"	"59500"	"2200"	"59700"	"up"	"자동차보험,화재보험,해상보험,특종보험,장기보험"	
"100120"	"뷰웍스"	"2021-12-15"	"2021-12-22"	"37250"	"39450"	"2200"	"38583"	"down"	"X-Ray Detector"	
"016250"	"SGC이테크건설"	"2021-12-15"	"2021-12-22"	"78800"	"81000"	"2200"	"79667"	"down"	"건축공사, 플랜트설비, 토목공사"	
"353200"	"대덕전자"	"2021-12-15"	"2021-12-22"	"20650"	"22800"	"2150"	"20517"	"down"	"PCB(Printed Circuit Board, 인쇄회로기판)의 제조 및 판매"	
"343090"	"단디바이오"	"2021-12-15"	"2021-12-22"	"13000"	"15150"	"2150"	"14133"	"down"	"패혈증 치료제, 면역항암제 전달기술 등"	
"301300"	"바이브컴퍼니"	"2021-12-15"	"2021-12-22"	"47000"	"49050"	"2050"	"47117"	"down"	"소셜 빅데이터 기반 인공지능 서비스 (소셜메트릭스), 문제 해결 솔루션 (AI Solver)"	
"251270"	"넷마블"	"2021-12-15"	"2021-12-22"	"118000"	"120000"	"2000"	"119667"	"down"	"온라인·모바일 게임 소프트웨어 개발 및 공급"	
"128940"	"한미약품"	"2021-12-15"	"2021-12-22"	"276000"	"278000"	"2000"	"280000"	"up"	"의약품"	
"039490"	"키움증권"	"2021-12-15"	"2021-12-22"	"107500"	"109500"	"2000"	"108167"	"down"	"유가증권의 매매, 위탁, 인수, 주선"	
"079370"	"제우스"	"2021-12-15"	"2021-12-22"	"21200"	"23200"	"2000"	"21450"	"down"	"LCD제조용장비"	
"107590"	"미원홀딩스"	"2021-12-15"	"2021-12-22"	"146000"	"148000"	"2000"	"149000"	"up"	"도료첨가제"	
"021240"	"코웨이"	"2021-12-15"	"2021-12-22"	"75600"	"77600"	"2000"	"76333"	"down"	"렌탈 서비스(정수기,비데, 필터교환 등), 가정용기기 도매,판매,제조,폐기물처리설비,수출(정수기,청정기)"	
"375500"	"DL이앤씨"	"2021-12-15"	"2021-12-22"	"122000"	"124000"	"2000"	"124000"	"down"	"토목 건설 사업"	
"000060"	"메리츠화재"	"2021-12-15"	"2021-12-22"	"30800"	"32800"	"2000"	"32667"	"down"	"손해보험(화재,해상,운송보험)"	
"037710"	"광주신세계"	"2021-12-15"	"2021-12-22"	"177000"	"179000"	"2000"	"177500"	"down"	"백화점"	
"402420"	"켈스"	"2021-12-15"	"2021-12-22"	"14100"	"16000"	"1900"	"15933"	"down"	"체외진단 의료기기"	
"067160"	"아프리카TV"	"2021-12-15"	"2021-12-22"	"199100"	"201000"	"1900"	"195833"	"down"	"미디어플랫폼"	
"340570"	"티앤엘"	"2021-12-15"	"2021-12-22"	"43000"	"44900"	"1900"	"43383"	"down"	"창상치료재, 정형외과용 고정재"	
"087600"	"픽셀플러스"	"2021-12-15"	"2021-12-22"	"9380"	"11250"	"1870"	"11217"	"down"	"CMOS 이미지센서 및 칩셋"	
"041140"	"넥슨지티"	"2021-12-15"	"2021-12-22"	"18600"	"20450"	"1850"	"20817"	"up"	"게임소프트웨어 개발 및 공급"	
"293490"	"카카오게임즈"	"2021-12-15"	"2021-12-22"	"88900"	"90700"	"1800"	"86967"	"down"	"모바일, PC게임 퍼블리싱"	
"005930"	"삼성전자"	"2021-12-15"	"2021-12-22"	"77600"	"79400"	"1800"	"77733"	"down"	"IMT2000 서비스용 동기식 기지국,교환국장비,데이터단말기,동영상휴대폰,핵심칩,반도체제품,사무,계산 및 회계용기계"	
"348030"	"모비릭스"	"2021-12-15"	"2021-12-22"	"21600"	"23400"	"1800"	"22250"	"down"	"모바일 게임 개발 및 퍼블리싱"	
"010120"	"엘에스일렉트릭"	"2021-12-15"	"2021-12-22"	"53300"	"55100"	"1800"	"53867"	"down"	"고압기기,저압기기,변압기,배전반,PLC,인버터,빌딩설비,공조기,건축배관,자동화기기 제조,동가공"	
"317120"	"라닉스"	"2021-12-15"	"2021-12-22"	"9610"	"11400"	"1790"	"10550"	"down"	"자동차 및 IoT 통신, 보안솔루션"	
"131220"	"대한과학"	"2021-12-15"	"2021-12-22"	"9410"	"11200"	"1790"	"9187"	"down"	"의료, 정밀 및 연구실험기기 제조 및 유통"	
"000440"	"중앙에너비스"	"2021-12-15"	"2021-12-22"	"15150"	"16900"	"1750"	"15217"	"down"	"석유류도소매"	
"114450"	"KPX생명과학"	"2021-12-15"	"2021-12-22"	"6920"	"8670"	"1750"	"6810"	"down"	"의약품 중간체 등"	
"126340"	"비나텍"	"2021-12-15"	"2021-12-22"	"48850"	"50600"	"1750"	"49017"	"down"	"초고용량 커패시터(슈퍼커패시터)"	
"200350"	"래몽래인"	"2021-12-15"	"2021-12-22"	"24900"	"26600"	"1700"	"26367"	"down"	"TV드라마제작"	
"214450"	"파마리서치"	"2021-12-15"	"2021-12-22"	"77600"	"79300"	"1700"	"77600"	"down"	"재생의약품"	
"322180"	"티라유텍"	"2021-12-15"	"2021-12-22"	"11200"	"12850"	"1650"	"11800"	"down"	"스마트팩토리 솔루션"	
"018700"	"바른손"	"2021-12-15"	"2021-12-22"	"3875"	"5510"	"1635"	"4002"	"down"	"지제품"	
"357780"	"솔브레인"	"2021-12-15"	"2021-12-22"	"276100"	"277700"	"1600"	"276100"	"down"	"반도체 및 디스플레이 관련 화학재료 제조ㆍ판매 등"	
"194480"	"데브시스터즈"	"2021-12-15"	"2021-12-22"	"88500"	"90100"	"1600"	"90700"	"up"	"모바일 게임"	
"101490"	"에스앤에스텍"	"2021-12-15"	"2021-12-22"	"33650"	"35200"	"1550"	"34217"	"down"	"블랭크마스크"	
"265560"	"영화테크"	"2021-12-15"	"2021-12-22"	"16250"	"17800"	"1550"	"16750"	"down"	"자동차 정션박스 등"	
"149980"	"하이로닉"	"2021-12-15"	"2021-12-22"	"7180"	"8700"	"1520"	"7237"	"down"	"피부미용 의료기기"	
"036930"	"주성엔지니어링"	"2021-12-15"	"2021-12-22"	"19400"	"20900"	"1500"	"19450"	"down"	"LP CVD"	
"084850"	"아이티엠반도체"	"2021-12-15"	"2021-12-22"	"41300"	"42800"	"1500"	"42583"	"down"	"배터리 보호회로"	
"189300"	"인텔리안테크"	"2021-12-15"	"2021-12-22"	"83200"	"84700"	"1500"	"85267"	"up"	"위성통신 안테나, 해상용 위성방송 수신안테나"	
"007340"	"디티알오토모티브"	"2021-12-15"	"2021-12-22"	"56800"	"58300"	"1500"	"55900"	"down"	"자동차용 밧데리"	
"086460"	"에스엔피제네틱스"	"2021-12-15"	"2021-12-22"	"5300"	"6790"	"1490"	"6010"	"down"	"유전체 분석 서비스"	
"302430"	"이노메트리"	"2021-12-15"	"2021-12-22"	"14400"	"15850"	"1450"	"15550"	"down"	"엑스레이검사 장비"	
"098460"	"고영"	"2021-12-15"	"2021-12-22"	"20950"	"22400"	"1450"	"21533"	"down"	"전자제품및반도체생산용 3차원 납도포검사장비"	
"112610"	"씨에스윈드"	"2021-12-15"	"2021-12-22"	"61800"	"63200"	"1400"	"63667"	"up"	"풍력발전타워 제조"	
"344860"	"이노진"	"2021-12-15"	"2021-12-22"	"17600"	"19000"	"1400"	"18000"	"down"	"탈모케어제품(볼빅 등) 및 피부케어제품(Dr.메디션 등)"	
"008770"	"호텔신라"	"2021-12-15"	"2021-12-22"	"76300"	"77700"	"1400"	"75900"	"down"	"면세판매,관광숙박,외식사업,예식업"	
"000210"	"DL"	"2021-12-15"	"2021-12-22"	"62100"	"63500"	"1400"	"63533"	"up"	"지주회사"	
"251370"	"와이엠티"	"2021-12-15"	"2021-12-22"	"20400"	"21800"	"1400"	"22083"	"up"	"PCB, 반도체 및 디스플레이 제조용 화학소재 등"	
"140670"	"알에스오토메이션"	"2021-12-15"	"2021-12-22"	"11350"	"12750"	"1400"	"12667"	"down"	"모션제어기, 드라이브, 에너지제어장치"	
"039130"	"하나투어"	"2021-12-15"	"2021-12-22"	"73600"	"75000"	"1400"	"71433"	"down"	"일반여행알선,컴퓨터프로그램 개발,보급,통신판매"	
"382800"	"지앤비에스엔지니어링"	"2021-12-15"	"2021-12-22"	"19550"	"20950"	"1400"	"19500"	"down"	"스크러버, 트랩, 백연제거장치 등"	
"066670"	"디스플레이텍"	"2021-12-15"	"2021-12-22"	"6810"	"8190"	"1380"	"7040"	"down"	"LCD Module"	
"053050"	"지에스이"	"2021-12-15"	"2021-12-22"	"2465"	"3820"	"1355"	"2792"	"down"	"도시가스"	
"305090"	"마이크로디지탈"	"2021-12-15"	"2021-12-22"	"19350"	"20700"	"1350"	"20167"	"down"	"바이오 분석 시스템, 메디칼 자동화 시스템"	
"003160"	"디아이"	"2021-12-15"	"2021-12-22"	"7750"	"9080"	"1330"	"8333"	"down"	"반도체검사장비,전자부품,레저용품,석제품 제조,판매,오파,부동산임대업"	
"092230"	"KPX홀딩스"	"2021-12-15"	"2021-12-22"	"64000"	"65300"	"1300"	"64467"	"down"	"지주회사"	
"047810"	"한국항공우주"	"2021-12-15"	"2021-12-22"	"29450"	"30750"	"1300"	"30100"	"down"	"정부방산 및 완제기 수출(T-50계열, KUH계열, KT-1계열 등), 기체부품"	
"033780"	"케이티앤지"	"2021-12-15"	"2021-12-22"	"84100"	"85400"	"1300"	"85000"	"down"	"잎담배,제조담배,홍삼,홍삼제품 제조,판매"	
"052790"	"액토즈소프트"	"2021-12-15"	"2021-12-22"	"12850"	"14150"	"1300"	"13833"	"down"	"온라인 게임 및 모바일 게임"	
"041510"	"에스엠"	"2021-12-15"	"2021-12-22"	"71900"	"73200"	"1300"	"71200"	"down"	"음반(CD,MC),연예 대리"	
"006220"	"제주은행"	"2021-12-15"	"2021-12-22"	"5470"	"6770"	"1300"	"6437"	"down"	"은행업무,외국환업무,신탁업무"	
"263720"	"디앤씨미디어"	"2021-12-15"	"2021-12-22"	"38500"	"39800"	"1300"	"39200"	"down"	"웹소설 콘텐츠"	
"267270"	"현대건설기계"	"2021-12-15"	"2021-12-22"	"39700"	"40950"	"1250"	"41150"	"up"	"굴삭기, 지게차, 휠로더 등"	
"036460"	"한국가스공사"	"2021-12-15"	"2021-12-22"	"37650"	"38900"	"1250"	"38250"	"down"	"액화천연가스 공급,제조,도매,개발"	
"006370"	"대구백화점"	"2021-12-15"	"2021-12-22"	"10200"	"11450"	"1250"	"10567"	"down"	"백화점운영,임대사업(백화점 코너)"	
"170030"	"현대공업"	"2021-12-15"	"2021-12-22"	"6890"	"8130"	"1240"	"7660"	"down"	"시트패드, 암레스트, 헤드레스트"	
"242350"	"피엔아이컴퍼니"	"2021-12-15"	"2021-12-22"	"2000"	"3235"	"1235"	"2693"	"down"	"3D 애니메이션, 3D VR 시뮬레이터 및 콘텐츠"	
"030790"	"비케이탑스"	"2021-12-15"	"2021-12-22"	"2855"	"4060"	"1205"	"3532"	"down"	"시스템통합소프트웨어 개발, 전자상거래"	
"099390"	"브레인즈컴퍼니"	"2021-12-15"	"2021-12-22"	"28800"	"30000"	"1200"	"29100"	"down"	"IT 인프라 통합관리 솔루션"	
"216050"	"인크로스"	"2021-12-15"	"2021-12-22"	"48850"	"50000"	"1150"	"49750"	"down"	"미디어렙서비스"	
"241790"	"오션브릿지"	"2021-12-15"	"2021-12-22"	"15050"	"16200"	"1150"	"15667"	"down"	"반도체 케미칼 및 특수가스, 반도체 장비"	
"031980"	"피에스케이홀딩스"	"2021-12-15"	"2021-12-22"	"12750"	"13900"	"1150"	"13500"	"down"	"Descum, Reflow"	
"099750"	"이지케어텍"	"2021-12-15"	"2021-12-22"	"39400"	"40500"	"1100"	"40483"	"down"	"의료정보시스템"	
